n_assets,instance,penalty_label,penalty,n_select,delta_F,max_abs_Q,max_abs_Q_objective,max_abs_Q_penalty,qubo_ratio_objective_over_max,s_H,s_H_objective_only,s_H_penalty_only,ising_ratio_objective_over_s_H,epsilon_F,delta_F_over_A
12,10,Aheur,12.999999999983347,2,0.869694736903444,39.14838322084873,0.41071538336350527,38.99999999995004,0.010491247647355616,52.69531678145856,0.6953167815251781,51.99999999993338,0.013195039407559518,0.016504213088049145,0.06689959514650447
12,10,Amargin,0.2433007859031983,2,0.869694736903444,0.8973169551699018,0.41071538336350527,0.7299023577095949,0.457714947875624,1.6685199251379712,0.6953167815251781,0.9732031436127935,0.4167266875567469,0.5212372497328902,3.5745660815475873
12,10,1.1xAcrit,0.028951399169234667,2,0.869694736903444,0.4686181817019746,0.41071538336350527,0.08685419750770401,0.8764392834094227,0.8111223782021169,0.6953167815251781,0.11580559667693868,0.8572279599366667,1.0722114939439287,30.039817136977234
12,11,Aheur,12.999999999983347,2,0.6221463013337335,39.08006450502948,0.3830639845745683,38.99999999995004,0.009802030509066053,52.633164399360034,0.6331643994266526,51.99999999993338,0.012029761209537903,0.011820423651770749,0.047857407794963884
12,11,Amargin,0.20631487380212257,2,0.6221463013337335,0.7956937321788135,0.3830639845745683,0.6189446214063679,0.481421392532075,1.4584238946351429,0.6331643994266526,0.8252594952084903,0.4341429139743029,0.42658811585734285,3.0155184154606154
12,11,1.1xAcrit,0.0926733818964211,2,0.6221463013337335,0.5684107483674106,0.3830639845745683,0.2780201456892633,0.6739210785067045,1.003857927012337,0.6331643994266526,0.3706935275856845,0.6307310849365553,0.6197553305031457,6.71332251615779
12,12,Aheur,12.999999999983347,2,0.8428162040727097,39.0799520620133,0.4331605743170333,38.99999999995004,0.011083958691394516,52.78359041780369,0.7835904178703009,51.99999999993338,0.01484534135832486,0.01596739057349974,0.0648320156979838
12,12,Amargin,0.3135759719142592,2,0.8428162040727097,1.0603125181455517,0.4331605743170333,0.9407279157427776,0.40852160745457905,2.0378943055273377,0.7835904178703009,1.2543038876570367,0.38450984221555806,0.4135720884968161,2.687757607598711
12,12,1.1xAcrit,0.13815173712408935,2,0.8428162040727097,0.709464048565212,0.4331605743170333,0.41445521137226804,0.6105461935570065,1.3361973663666584,0.7835904178703009,0.5526069484963574,0.5864331404880798,0.6307572708098254,6.100655855783293
12,13,Aheur,12.99999999998611,2,0.773975113259836,39.13692355386821,0.5376305660860391,38.999999999958334,0.013737169845402958,52.603733701089524,0.603733701145084,51.99999999994445,0.011477012346227802,0.014713311371732641,0.05953654717389715
