n_assets,penalty_label,runs,runs_ok,runs_failed,instances,a_over_crit_median,best_shot_feasible_rate,no_feasible_shot_runs,optimal_rate,within_tau_main_rate,g_off_success_rate,g_off_success_but_not_tau_rate,final_P_F_p25,final_P_F_median,final_P_F_p75,final_P_tau_main_p25,final_P_tau_main_median,final_P_tau_main_p75,final_P_opt_p25,final_P_opt_median,final_P_opt_p75,final_Q_tau_main_1000_p25,final_Q_tau_main_1000_median,final_Q_tau_main_1000_p75,final_Q_opt_1000_p25,final_Q_opt_1000_median,final_Q_opt_1000_p75,initial_P_F_p25,initial_P_F_median,initial_P_F_p75,initial_P_tau_main_p25,initial_P_tau_main_median,initial_P_tau_main_p75,feasible_shot_fraction_p25,feasible_shot_fraction_median,feasible_shot_fraction_p75,g_F_p25,g_F_median,g_F_p75,g_off_p25,g_off_median,g_off_p75,rank_best_feasible_p25,rank_best_feasible_median,rank_best_feasible_p75,deflation_D_p25,deflation_D_median,deflation_D_p75,final_expected_violation_p25,final_expected_violation_median,final_expected_violation_p75,runtime_s_p25,runtime_s_median,runtime_s_p75
16,Amargin,2,2,0,2,4.91978245429293,1.0,0,1.0,1.0,1.0,0.0,0.29874960626329994,0.30032296777062584,0.30189632927795174,0.0011497606319608167,0.0015635965100955218,0.001977432388230227,0.0007642447453690693,0.000792564736912027,0.0008208847284549847,0.6179876851470616,0.7149078371065419,0.8118279890660223,0.5339004787179195,0.5467334242482575,0.5595663697785956,0.11206360496498746,0.12320841832388396,0.13435323168278046,0.0005211232673900668,0.0005627066493616439,0.0006042900313332211,0.308,0.309,0.31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6089624915132723,2.803711881480333,2.998461271447394,1.5842131661259489,1.614840294657546,1.6454674231891433,16.645470207557082,16.662472286261618,16.679474364966154
16,Aheur,2,2,0,2,242.69483371914612,1.0,0,0.5,0.5,1.0,0.5,0.376956078238436,0.3770848372078035,0.377213596177171,0.0010048659169115126,0.0013392060063779354,0.0016735460958443582,0.0006690242880722508,0.0006695248011965305,0.0006700253143208101,0.5830062135434595,0.677336993835834,0.7716677741282086,0.4879063747874389,0.48816272760865426,0.4884190804298696,0.03162520651767409,0.03172008046931296,0.031814954420951835,6.497526828752598e-05,8.660136700200383e-05,0.00010822746571648167,0.3945,0.398,0.4015,0.016610194945698174,0.03322038989139635,0.04983058483709452,0.00014059271300001844,0.0002811854260000369,0.0004217781390000553,1.75,2.5,3.25,118.7666156611674,119.38916402849154,120.01171239581566,4.0008139107224,4.004277858861485,4.007741807000571,16.586143964435905,16.587070889770985,16.587997815106064
20,1.1xAcrit,2,2,0,2,1.1,0.5,0,0.5,0.5,0.5,0.0,0.15737363697391196,0.1748761510288856,0.19237866508385923,0.0004248478035151493,0.00047336787247331813,0.000521887941431487,0.00021542624745052308,0.00033375350176356733,0.0004520807560766116,0.3439527617600742,0.37423425638553265,0.4045157510109911,0.1781028934562498,0.26366767751631637,0.34923246157638294,0.12165110124802453,0.12268455935174992,0.12371801745547531,7.986222362887929e-05,8.345777951035416e-05,8.705333539182902e-05,0.16225,0.1825,0.20274999999999999,0.0026324080715789257,0.005264816143157851,0.007897224214736777,0.0023380251230761756,0.004676050246152351,0.007014075369228527,2.0,3.0,4.0,0.8111537797055943,0.9160728342081397,1.0209918887106848,3.4136100645497796,3.7216594322451684,4.029708799940558,29.545099262148142,29.58850996568799,29.63192066922784
20,2xAcrit,2,2,0,2,2.0,0.5,0,0.0,0.5,0.0,0.0,0.13452063804050485,0.18386406005834433,0.2332074820761838,0.00018734176228463184,0.00024934589964686893,0.000311350037009106,0.00010049311276816297,0.00010877461681957357,0.00011705612087098416,0.16626260318686728,0.21471727628922715,0.26317194939158706,0.09552077000956455,0.10294982336787883,0.11037887672619312,0.09696124383001437,0.10006095157333861,0.10316065931666285,0.00010284923746439745,0.000131706171487167,0.00016056310550993658,0.13924999999999998,0.1905,0.24175,0.02146196057166063,0.036779509109581866,0.052097057647503095,0.01571716373627454,0.028335042387864735,0.04095292103945493,3.0,3.0,3.0,1.4394469670818133,1.6204731793080045,1.8014993915341957,2.6864020509134927,3.3177513780229733,3.949100705132454,29.81469219434075,29.85288163786754,29.89107108139433
20,5xAcrit,2,2,0,2,5.0,1.0,0,0.0,0.5,0.0,0.0,0.41449096243468375,0.4612718026746734,0.508052642914663,0.0001837297804740956,0.0002610492847452406,0.00033836878901638556,0.00010416674740554299,0.0001049145903380122,0.00010566243327048142,0.1607548086642722,0.22056023814654907,0.280365667628826,0.09892910107246275,0.0996025271089736,0.10027595314548446,0.011925510076831215,0.013022243411714776,0.014118976746598337,7.609479915515749e-06,8.213822908942348e-06,8.818165902368946e-06,0.41874999999999996,0.46749999999999997,0.51625,0.03617340278825574,0.0638082149713338,0.09144302715441185,0.010929724590486254,0.020094514637300165,0.029259304684114078,8.0,12.0,16.0,3.533757591669209,3.968474329640887,4.403191067612565,2.1436970403552413,2.645107390196772,3.1465177400383033,29.752906842622906,29.767478778026998,29.78205071343109
20,10xAcrit,2,2,0,2,10.0,1.0,0,0.0,0.5,0.5,0.0,0.33652338501178747,0.3912546193550952,0.44598585369840293,0.00011787139646912692,0.00014550074229191523,0.00017313008811470354,6.1045207985444e-05,7.077748887240887e-05,8.050976975937374e-05,0.11019711258027551,0.13410049889517112,0.15800388521006672,0.05908835776074764,0.06815681392895839,0.07722527009716915,0.02139117422558634,0.02183062641791267,0.022270078610238997,1.1991704809588555e-05,1.2858364925705246e-05,1.3725025041821937e-05,0.32575,0.3825,0.43925000000000003,0.023534062160809287,0.04216860039218375,0.06080313862355821,0.0036033073539290463,0.006696081609806735,0.009788855865684424,3.0,4.0,5.0,7.024275299314871,7.881809580195693,8.739343861076515,1.925542630733784,2.6421390460775505,3.3587354614213174,29.863952356390655,29.914531993679702,29.96511163096875
20,Amargin,2,2,0,2,5.68271369473336,1.0,0,0.0,0.5,0.0,0.0,0.47377316984784557,0.4918208169256104,0.5098684640033753,0.0001562228299007984,0.0002376751035626512,0.000319127377224504,8.07543401606381e-05,8.673812408233061e-05,9.272190800402313e-05,0.1365652025539376,0.20108418675448197,0.2656031709550264,0.07753343855844039,0.08302065876348758,0.08850787896853476,0.014409768439076015,0.015610968476411025,0.016812168513746034,1.2388663677143086e-05,1.2498247571102183e-05,1.2607831465061281e-05,0.47975,0.49750000000000005,0.51525,0.04320782819435634,0.07787706578353498,0.11254630337271364,0.009922545530765351,0.017774293777026478,0.025626042023287603,14.5,25.0,35.5,4.191853420904424,4.260371994370159,4.328890567835894,3.5672434828657673,3.637854306057308,3.7084651292488484,29.79947154619731,29.825718929525465,29.85196631285362
20,Aheur,2,2,0,2,256.6918289885363,1.0,0,0.0,0.0,1.0,1.0,0.04711873269388889,0.04723802336866356,0.04735731404343824,1.7234045571967727e-05,2.458631934132427e-05,3.193859311068081e-05,9.817672889766982e-06,9.839039194048382e-06,9.860405498329783e-06,0.017007300343485965,0.024181444818068276,0.03135558929265059,0.009769683913873783,0.009790841232217073,0.009811998550560364,8.56171093067651e-05,0.00010883823473679228,0.00013205936016681945,1.1850949784009135e-08,1.4174821774681767e-08,1.64986937653544e-08,0.0505,0.057,0.0635,0.10719894226952953,0.12236450880282243,0.1375300753361153,0.0005844937415510244,0.0006406796100579524,0.0006968654785648804,59.75,66.5,73.25,181.34535156177895,188.48664440691854,195.62793725205813,35.54392169809639,35.544075165173155,35.544228632249926,29.77849782863632,29.78502053860575,29.79154324857518
