n_assets,treatment,control,penalty_label,field,pairs,pairs_dropped,instances,instance_median_diff,ci95_low,ci95_high,instances_treatment_better,instances_worse,instances_tied,instance_median_abs_diff,instance_iqr_diff,instance_p95_abs_diff,instance_max_abs_diff,direction
20,adam_0.03,adam_0.1,Amargin,optimisation_seconds,50,0,10,31.962373906746507,28.950395431369543,32.04580303374678,0,10,0,31.962373906746507,3.0245085288770497,32.11263713357039,32.1334572173655,worse
20,lbfgs_100grad,adam_0.1,Aheur,best_expectation,50,0,10,-0.0013935863971710205,-0.0014497041702270508,-0.001188516616821289,10,0,0,0.0013935863971710205,0.00023142993450164795,0.0014819264411926269,0.0014876127243041992,better
20,lbfgs_100grad,adam_0.1,Aheur,best_expectation_by_50,50,0,10,-0.0013935863971710205,-0.0014497041702270508,-0.001188516616821289,10,0,0,0.0013935863971710205,0.00023142993450164795,0.0014819264411926269,0.0014876127243041992,better
20,lbfgs_100grad,adam_0.1,Aheur,expectation_at_final_angles,50,0,10,-0.006542831659317017,-0.006982028484344482,-0.006492495536804199,10,0,0,0.006542831659317017,0.00044696033000946045,0.00746035873889923,0.007706880569458008,better
20,lbfgs_100grad,adam_0.1,Aheur,final_P_F,50,0,10,-0.00036395311710180067,-0.00037858624480691105,-0.0003541974593588293,0,10,0,0.00036395311710180067,1.7357317531718763e-05,0.00040486374776378393,0.00042236380909344007,worse
20,lbfgs_100grad,adam_0.1,Aheur,final_P_tau_main,50,0,10,-1.54091907234033e-07,-2.4576587520641624e-07,-7.399739843094721e-08,0,10,0,1.54091907234033e-07,1.3933745890426508e-07,2.7969240647962577e-07,2.9530428946600296e-07,worse
20,lbfgs_100grad,adam_0.1,Aheur,final_Q_tau_main_1000,50,0,10,-0.00015383157981888182,-0.0002451405167810442,-7.3935567655419e-05,0,10,0,0.00015383157981888182,0.00013886242074610128,0.00027885064169159106,0.0002943210977935577,worse
20,lbfgs_100grad,adam_0.1,Aheur,final_P_opt,50,0,10,-7.498857712562312e-08,-7.795068768245983e-08,-7.258893219841411e-08,0,10,0,7.498857712562312e-08,3.5498572970027453e-09,8.328796639034408e-08,8.687084118719213e-08,worse
20,lbfgs_100grad,adam_0.1,Aheur,g_F,50,0,10,0.007275895172954423,-0.008822635578339004,0.013802029390965562,3,7,0,0.01180320890384402,0.01832533465752207,0.028800357507476955,0.028901841919845427,worse
20,lbfgs_100grad,adam_0.1,Aheur,rank_best_feasible,50,0,10,5.0,-9.5,10.0,3,7,0,9.0,11.5,21.549999999999997,22.0,worse
20,lbfgs_100grad,adam_0.1,Aheur,objective_evaluations,50,0,10,1.5,-8.0,19.0,4,5,1,10.5,21.0,25.39999999999999,29.0,worse
20,lbfgs_100grad,adam_0.1,Aheur,gradient_evaluations,50,0,10,1.5,-8.0,17.0,4,5,1,10.5,21.0,25.39999999999999,29.0,worse
20,lbfgs_100grad,adam_0.1,Aheur,optimisation_seconds,50,0,10,7.298041266854852,0.1911347103305161,18.20136930886656,2,8,0,7.298041266854852,14.902770299231634,24.137598001584404,26.458096455782652,worse
20,lbfgs_100grad,adam_0.1,Amargin,best_expectation,50,0,10,-0.004050850868225098,-0.06021404266357422,-0.0020177364349365234,10,0,0,0.004050850868225098,0.04585146903991699,0.09076976776123045,0.09854602813720703,better
20,lbfgs_100grad,adam_0.1,Amargin,best_expectation_by_50,50,0,10,-0.004050731658935547,-0.06021404266357422,-0.0019985437393188477,10,0,0,0.004050731658935547,0.04585146903991699,0.09076976776123045,0.09854602813720703,better
20,lbfgs_100grad,adam_0.1,Amargin,expectation_at_final_angles,50,0,10,-0.022262096405029297,-0.06719303131103516,-0.0051555633544921875,10,0,0,0.022262096405029297,0.05394923686981201,0.09376027584075924,0.11123132705688477,better
20,lbfgs_100grad,adam_0.1,Amargin,final_P_F,50,0,10,0.0017113798199375196,-0.00017598199900703548,0.018278719119734887,8,2,0,0.0020650088283105106,0.012304830664618294,0.0364682091782015,0.03853282113050227,better
20,lbfgs_100grad,adam_0.1,Amargin,final_P_tau_main,50,0,10,5.12751853420923e-07,-1.0151359106203017e-05,5.545271051232703e-06,8,2,0,1.0541224355620216e-06,9.784295968984225e-07,5.2392871475603875e-05,6.100649989093654e-05,better
20,lbfgs_100grad,adam_0.1,Amargin,final_Q_tau_main_1000,50,0,10,0.0005102857531262687,-0.006371017451615652,0.004882635775621216,8,2,0,0.0010484232999294785,0.000972839277422564,0.04691199962933393,0.05837636009134622,better
20,lbfgs_100grad,adam_0.1,Amargin,final_P_opt,50,0,10,2.742543756539817e-07,-5.89236378800706e-06,5.366157324715459e-06,8,2,0,3.5776116646957234e-07,3.28822579831467e-07,4.369576945464355e-05,6.100649989093654e-05,better
20,lbfgs_100grad,adam_0.1,Amargin,g_F,50,0,10,0.010933441216466278,-0.001811003919462421,0.026405098125416387,2,8,0,0.01133595725866353,0.02256171916259177,0.04376420630587843,0.05514591281470541,worse
20,lbfgs_100grad,adam_0.1,Amargin,rank_best_feasible,50,0,10,4.5,0.0,12.0,2,8,0,5.5,9.75,15.099999999999998,16.0,worse
20,lbfgs_100grad,adam_0.1,Amargin,objective_evaluations,50,0,10,13.5,6.5,23.0,1,9,0,17.0,11.75,28.94999999999999,33.0,worse
20,lbfgs_100grad,adam_0.1,Amargin,gradient_evaluations,50,0,10,13.5,7.0,23.0,1,9,0,17.0,11.75,28.94999999999999,33.0,worse
20,lbfgs_100grad,adam_0.1,Amargin,optimisation_seconds,50,0,10,15.66637199325487,10.829914186149836,22.601498004980385,1,9,0,15.66637199325487,8.445202189963311,26.761696019070214,29.62173162214458,worse
